,index,url,lecture_name,professor_name,rate,semester,text
256,58,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,80.0,17년 1학기,"한 번 제외하고는 다 자서 무슨 내용이었는지 모르겠다.예비군으로 빠진 날을 결석계로 메우려고 했는데, 해당 채플 강의를 동영상으로 시청하고 감상문을 써 오라고 한다. 시간 내서 그걸 할 바에는 그냥 결석 처리되고 말지."
257,59,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,논패하고 복학 한다음에 한학기 더 듣게 되었는데  채플은 제때 끝내야한다는 것을 느꼈습니다 다들 화이팅
258,60,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,교수님이 정말 인자하시고 부드러우세요. 좋습니다!
259,61,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,채플입니다. 패스했습니다. 아직도 2회 남았습니다.
260,62,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,잠이 아주 잘 오고 나긋나긋한 교수님의 목소리가 좋습니다.
261,63,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,앞자리라 다리 펼 수 있어서 좋았다..후 지긋지긋해.
262,64,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,꿀이에요 채플이 재일 재밌었던 학기임 . 약간 부끄러울 정도로 학생들이 연사말씀을 안들음. 연사 퀄리티 최고
263,65,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,조금 일찍 끝내주셔서 바로 다음수업이 상본에서 있었는데  이동시간이 넉넉했습니다.
264,66,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,80.0,17년 1학기,"단 한 번도 빼놓지 않고 다 잤다. 우리는 채플을 왜 듣는 것일까. 자기 전에 약간 들을라고 하면 교수님이 폰 하지 말라고 하는데 우린 말 잘 듣는 연대생이 되어 폰을 호주머니에 쏙 넣고 팔짱 끼고 코오 꿀잠을 잘 필요성이 있다. 송도보다 훨씬 자기 좋다. 이런 꿀잠의 기회가 한 학기 밖에 남지 않았다는 것이 아쉽다. 하지만 3학년 되면 도서관에서 자면 되기 때문에 위안이 된다.이상 장난이었고, 사실 채플은 평가하기가 어렵습니다. 포인트 준다니 적을 뿐, 출석만 하면 되는 수업이기 때문에..."
265,67,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,조금 일찍끝내주시는거 같아 좋았다!! 성의있게 더 쓰라니이이이이 이렇겡에에ㅔ엥?
266,68,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,80.0,17년 1학기,채플입니다. 이번 학기는 생각보다 볼 거리나 들을 것이 많아 좋았습니다.
267,69,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,교수님 나긋나긋하시고 되게 좋으신 분 같았다. 근데 채플이고 아니고를 떠나서 폰 집어넣어달라고 말 하는데도 계속 보고있는건 좀 예의가 아닌것 같다.
268,70,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,다음 채플에는 옆자리에 이쁜여자 앉았으면 좋겠다.
269,71,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,끝났다 채플 ! 안녕~! 다신보지말자 ㅎㅎ채플을 어떻게 더 성의있게 쓰라는거야! 에브리타임!
270,72,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,PASS..이제 1번 남았다가쟈구우우우웃!!
271,73,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,"난 가끔 이런 생각을 한다. 내가 채플을 통해 배워야 할 것은 무엇인가? 또는 채플의 목표는 무엇인가? 단순히 기독교 학교이기 때문에 하는 걸까? 매주 서로 다른 생각을 하는, 300명이 넘는 학생들이 한 건물에 모여 기독교적 가르침을 듣는 것은 결코 쉬운 일은 아니다. 연세대학교는 그 어려운 일을 해낸다. 우리가 아무렇지 않게 넘기는 채플을 한 번 기획하기 위해 드는 수많은 노력과 막대한 비용을 생각해 볼 필요가 있다. 우리는 과연 그 노력이 조금의 부가가치라도 창출할 수 있도록, 최소한의 관심을 주고 있는가?"
272,74,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,아싸한번만더들으면된당~~~~~~~~~
273,75,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,채플날은 항상 휴대폰 배터리가 모자람. 으 한번만 더 듣자 ㅋㅋ
274,76,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,히히 채플 패스했다 ㅠㅠ 근데 한 학기 더들어야돼서 싫다 ㅠ
275,77,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,끄앙 외출 10분넘게했는데  안봐준다그래서  걍나간거 패스됨ㅎㅎ
276,78,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,패스함!!ㅎㅎㅎ채플 지루하지 않아서좋았다
277,79,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,채플입니다  패스하시길  ~~~~~~~~~~~~~~~~~~~~~~~~~
278,80,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,ㅋㅋㅋ 한시간 동안 쉬어가는.. 그래도 듣다보면 유익한 강연하시는 분들 많아서 귀 기울이고 편하게 들으면 얻어가능 게 좀 잌ㅅ는듯
279,81,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,80.0,17년 1학기,채플 ㅎㅎㅎ 횟수 까먹지말고 논패당허지말길 ㅎㅎ
280,82,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,수고했어~ 마지막 채플!!4학년에는 듣지말자~~ 모두들 빨리패스하고 속편히 전공수업들으세요!!
281,83,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,요즘은 채플이 0.5학점이라매?? 부럽다논패안하도록 열심히 하세요
282,84,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,채플은 채플이죠. 안 까먹고 잘 나와서 패스 받으세요.
283,85,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,롯데껌 노래 부른 아조씨 오셔서 노래불러준것밖에 기억안남중간에 한비야 온 적 있어서 믿고 걸렀음
284,86,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,채플 생각보다 강연 알차서 좋았음 기모띠 ㅋㅋㅋㅋ
285,87,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,채플은 채플이지. 난이제 끝났다ㅎㅎㅎㅎㅎ 걍가서 자셈
286,88,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,80.0,17년 1학기,이제 한 번 남았다 ~~ 길게  쓸게 없음 뭘 더 쓰래..
287,89,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,20.0,17년 1학기,"12년도에 시작한 채플 이제서야 끝냈다 자괴감 오진다... 이걸 보는 1,2학년은 꼭 채플 그때그때 들어두길 바람 ㅠㅠ..  군대가기전 한번 논패 받았다가 복학하고나서 넘나 힘들었당. 전공시간이랑 겹침+마일리지제로 바뀌어서 수강신청 괴랄해짐=채플 수강신청조차 못함. 논패 한번과 수강신청 못함 한번으로 3-2돼서야 채플 졸업! 꼮꼮 1,2학년때 들어둡시다~~~"
288,90,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,채플은 꼬옥 듣자넌패할거면 듣지 말구다들 열심히 들어서 패스합시다 패스
289,91,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,뜻하지 않게 세시봉 라이브 들어서 좋았습니다 ㅋㅋ
290,92,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,17년 1학기,드디어 마지막이네요.. 저처럼 논패받지 마시구 2-2때 다들 끝내시길 ㅎㅎ
291,93,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,전채플막학기에요ㅎㅎㅎ열심히들으세요교수님 목소리도좋으세요
292,94,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,채플은 무조건 처음에 쭉 가고 패스기준 넘기면 안가는게 최고인듯. 이번 학기 패스 확정 ㅅㅅ
293,95,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,"동선, 시간 잘 보고 하세요. 지각은 없어요 ......... . .,"
294,96,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,100.0,17년 1학기,채플은 언제나 옳습니다. 제때에 가시고  결석 안하시면 됩니다.
295,97,https://yonsei.everytime.kr/lecture/view/203447,채플(3),정미현,60.0,14년 1학기,걍 채플이 채플이죠 뭐 시간대만 잘 맞으면 바로 들으시면 될 겁니다.
296,0,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,20년 1학기,"온라인으로 바뀌고 엄청 편해졌음,,^^채플 시간에 큰 집중하지 않아도 패스! 가능함"
297,1,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,20년 1학기,"채플은 앞으로도 온라인 채플을 해야한다고 생각, 영상퀄을 위해 갈려아갔을 학우님들께 조의를 표합니다"
298,2,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,20년 1학기,전자 채플 너무 개꿀이였음 이래저래 안 왔다갔다해도 되고
299,3,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,20년 1학기,전자채플! 전자채플! 전자채플! 전자채플! 전자채플! 전자채플!
300,4,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,20년 1학기,첫 온라인 채플이었는데화질 너어엄. 좋고음질 너어어어무 좋고대박이었다그저.. 강의 내용이 좀 더 젠더감수성에 예민했으면 좋겠다는 마음 ㅠㅠ...
301,5,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,18년 1학기,귀찮다.... 언제까지 듣냐 이거ㅜㅜ 성의있는 내용 작성하기도 힘드네
302,6,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,18년 1학기,채플 그냥 열심히 들으시면 됩니다 성실하게 나가시면 패스~~~~
303,7,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,16년 1학기,ㅇ어우터처타노너무터투유저누타어저느트카나마트아나두어타느자미닝
304,8,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,18년 1학기,채플은 채플일뿐. 논패없이 빠르게 끝났다! 다들 열채플~
305,9,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,18년 1학기,성의있는 답변을 작성... 한번남았다..ㅎㅎ
306,10,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,18년 1학기,나 이거 3번남은거 실화냐? 나도 이제 그만 해방좀 하고 싶다 ㅠㅠ
307,11,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,18년 1학기,채플 그 자체신촌 채플은 첨이어서 첨엔 쫄아서 폰도 안했는데 안잡아서 걍 함그냥 1시간 자거나 폰하세요
308,12,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,18년 1학기,채플 끝!!!!!!!이제 해방이다!!!!!!!!!!!!
309,13,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,18년 1학기,채플아 이젠 안녕 ㅎㅎ 그래도 가끔은 그리울 거야~
310,14,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,18년 1학기,내 인생의 마지막 채플이여 안녕~ 2층 자리 개꿀 ㅎㅎㅎ
311,15,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,18년 1학기,4-2... 드디어 마지막 채플 완료했다 이제 난 떠난다 잘 있어라
312,16,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,18년 1학기,채플... 5결도 되는지 알았다면 참 좋았을텐데 아쉽 ㅠㅠ
313,17,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,18년 1학기,눈을 뜬 적이 없어...와이섹에 녹화본 올라오네요 신기해
314,18,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,18년 1학기,마지막 채플 패스다~~~개인적으로 군에 있을 때 이순진 전 합참의장님 매주 국군중앙성당에서 뵙다가 학교에서 보니 매우 반가웠네요~그래도 채플은 채플일 뿐.
315,19,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,80.0,18년 1학기,하나남았당~~~ 첫교시 채플은 넘 힘들어..
316,20,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,40.0,18년 1학기,채플이 채플이지채플이 채플이지채플이 채플이지...
317,21,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,18년 1학기,한학기동안 잘자고갑니다|~~~ 끄억~~~~
318,22,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,18년 1학기,졸리다 졸려 자고싶다 졸려  중간에 연극하는거 시끄럽다
319,23,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,80.0,18년 1학기,8출 패스~화2 채플 주웠습니다.채플이야 뭐 어떤 채플이든 가서 출석만 채우고 졸업요건 챙기는 거지 별 거 있나요.이번 학기는 특별히 이상한 연사가 와서 강연한 적은 없어서 다행인 거 같습니다.가끔 재밌어 보이는 때도 있을 정도였어요 ㅋㅋ
320,24,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,18년 1학기,다른 학교는 어떻게 진행되는지 모르겠는데그래도 종교적인 내용에 국한되지 않고다양하게 꾸리려는 노력이 보여서 좋음
321,25,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,18년 1학기,잠자거나 딴짓해도 전혀 문제없고 의자도 편함:
322,26,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,18년 1학기,채플은 채플일 뿐저처럼 처음에 연속 4결했다가 나중에 고생하지 마시고 아침에 꼬박꼬박 출첵하시길
323,27,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,18년 1학기,채플 꿀빠는 법수강변경기간때  최대한 늦게 넣어서 맨뒤에 안자보리기~~
324,28,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,80.0,18년 1학기,채플은 채플입니다! 가기싫지만 가야하고... 송도보다는 훨씬 홀리홀리합니다!
325,29,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,20.0,18년 1학기,알라 아크바르 외치면 그냥 바로 올출시켜줌 내가해봄 ㄱㄱ
326,30,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,18년 1학기,채플은 채플이다. 할말이 없고 빠르게 패스하길 기원한다.
327,31,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,18년 1학기,그냥 채플이 채플일 뿐이지 뒷자리여서 잠도 잘왔어요
328,32,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,18년 1학기,"마지막 채플., 시간대만 괜찮으면, 가벼운 마음으로 듣는거죠 채플은."
329,33,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,80.0,18년 1학기,마지막 채플이었네요. 처음 학교 들어왔을 때는 채플이 참 싫었는데 이번 학기는 바쁜 와중에 쉬어가는 1시간이라는 생각으로 마음 편히 들었습니다.채플 중에 전 합참의장님 오셔서 대담하는 내용 있었는데 그 채플이 좀 아쉬었던 기억이 크네요. 좀 더 유의미한 대화를 할 수 있었을텐데 너무 겉만 있고 알맹이는 없지 않았나 생각이 듭니다.
330,34,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,18년 1학기,오홍홍 넘모넘모 잘잤다 내옆에서 폰으로 바둑두던 아재몇살일지 궁금했다
331,35,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,18년 1학기,Good. I mean wht not. You have to take it anyways
332,36,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,빨리 끝내주고 좋은 공연 많고 굿. 오전 채플이 귀찮아도 하루 시작하기 좋음.
333,37,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,18년 1학기,마지막채플 26살 먹어서 끝내네요. 너무 자기애가 심한 강사는 안 데려오셨음 좋겠어요. 그 외에는 노래나 연극이나 다 재밌어서 딴 짓 안했네요
334,38,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,18년 1학기,찐특) 아무도 안 궁금한 채플 강의평가 열심히 주저리주저리 써놓음 그냥 '채플 ㅈ같다' 한줄 찍 싼것도 아니고 뭔가 진지하게 열심히 써놓음 ㅇㅈ? 어 ㅆㅇㅈ
335,39,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,18년 1학기,신촌채플은 뭔가 더 본격적이고 더 짜증남물론 한번도 들은적없음 꿀잠!
336,40,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,80.0,16년 1학기,기독교인이지만 송도에서 채플 들을 때 느낀 교훈으로 신촌에서는 꿀!잠!을 잘 수 있었습니다. 왜인지는 모르겠지만 신촌에 오니 잠이 더 잘 오네요.^^
337,41,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,채플 끝났다!!!!! 기분좋으니 5점! 개인적으로 기독교인들에게 정말 좋은 시간일 거라고 생각한다. 그런데 나는 기독교인인데도 채플시간에 딴짓하거나 잔다... 마성의 채플..
338,42,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,17년 1학기,채플 끝내고 싶다 얼른...........
339,43,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,80.0,17년 1학기,빨리 4학기 채우고싶다... 여러분도 힘내시길 바라요
340,44,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,17년 1학기,채플끝!다신듣고싶지않다ㅜㅜㅜㅜ
341,45,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,17년 1학기,채플은  다른 강의 정하고 비는 시간으로 정하시면 될 것 같습니다.
342,46,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,최고의 채플! 뭐 채플에 좋은 채플과 나쁜 채플이 있겠냐만은 제게 있어 최고의 채플이면 된 것 아닙니까 하하하
343,47,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,채플이니까 가서 푹 쉬세요.아니 푹 쉬지말고 열정적으로 쉬세요.
344,48,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,그냥 채플입니다.....가서 꿀잠 자시면 됩니다
345,49,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,교수님 목소리개꿀~~~ 잠이솔솔와요~~ 자리도 맨뒷자리였음 개꾸울!
346,50,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,채플은 시간표에 들어가는거 아무거나 들으실거잖아요 그쵸?
347,51,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,40.0,17년 1학기,가끔 음대생 공연 할 때만 깨어있었습니다. 교수님 목소리가 좋으셔요.
348,52,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,17년 1학기,채플에 강의평ㅋㅋㅋ채플에강의평가라닠ㅋㅋㅋㅋㅋㅋ
349,53,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,80.0,17년 1학기,꿀꿀이었음. 채플 이제 끝. 후련하네요. 열심히 2학년까지 미리 들으세요.
350,54,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,이제 채플 끝이다!!! 채플 다들 제때 듣길 ㅠㅠ
351,55,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,80.0,17년 1학기,그냥 채플이 다 거기서 거기지만 목소리가 엄청 좋음
352,56,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,17년 1학기,채플 끝!!! 인간적으로 호감 가는 연사분들이 좀 있어서 그래도 거부감 덜했던 거 같당 그리고 문화채플은 재미있다
353,57,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,잘자요~한 번인가 음대에서 공연 왔는데 완전 좋았음말씀은.. 잘 안 들어서 모르겠음
354,58,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,16년 1학기,굿굿! 문화 채플 잼씀!!!!!!!!!!!!!
355,59,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,17년 1학기,채플채플 성의있는 채플채플채플채플 성의있는 채플채플
356,60,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,문화 채플을 앞에 미리 해줬으면 좋았을 듯. 채플 이제 끝이다.  모두 채플 패스하시길
357,61,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,40.0,17년 1학기,교수 영어 잘해서 2점줌 가나다라마바사 베이비암 낫어 몬스터~ 날알잖아 예전내뮤습을 시간이지나면 사라져버릴텐데 그땐알텐데 베이베 아닛유 베이비암 낫어 몸스터 날알잖아 이렇게가지말아 너마저버리면 난죽어버릴텐데 암낫어몬스터
358,62,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,이제 내 인생에 채플은 없다. 기분 좋아서 5점 드림
359,63,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,20.0,17년 1학기,"아직도 이해가 되지 않는게, 나는 기독교도 아니고 성경 말씀도 듣고 싶지 않은데왜 의무적으로 들어야 하는가그래도 뮤지컬은 진짜 재밌었습니다 그래서 1점"
360,64,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,감사합니다 하나님 :) 장기려 박사 관련 뮤지컬이 가장 유익하고 좋았어요 ㅎㅎ
361,65,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,채플=자는시간. 열심히 꿀잠을 자줍시다!!!!
362,66,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,이번학기 화요일 채플 개꿀ㅎㅎ 휴일이랑 어것저것 해서 많이 빠졌습니다. 채플은 역시 꿀잠
363,67,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,17년 1학기,뮤지컬 꾸르잼 유일하게 안자고 ㅋ긑까지 다봤은 근데 여배우 분이 목소리가 너무 까랑까랑해서 무서웠긔
364,68,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,깔깔 꿀잠잘수있는 채플강의! 되도록 몰아서 다 출석하고 빼시면 됩니당!!!!
365,69,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,20.0,17년 1학기,채플에 무슨 강의평이야ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
366,70,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,조와요~ 영어채플 잠 잘와요~ 꿀잠꿀잠~ 일찍 끝내주실 때 더 신실해집니다~
367,71,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,80.0,17년 1학기,그냥 무난무닌했던 수업이었고채플 중간에 뮤지컬 한번 있었는데  좋있다
368,72,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,80.0,17년 1학기,가끔 빠질수도있고 무난하게 들을수있는 채플이였음문화채플이 제일 기억에 남음
369,73,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,교수님이 영어는 좀 못하시는 편. 눈에 띄는 연사분들이  오진 않았지만 부드러운 분위기의 편안한 채플
370,74,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,1. 문화채플 내용 좋음2. 학생들 터치 안함3. 귀가 즐거움4. 일찍 끝내주는 일이 잦음(10~30분까지) 개꿀!
371,75,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,"문화채플은 정말 괜찮음. 평소에 진행하는 채플은 무난함. 대화채플이라고 유명인사 데려와서 하는 채플 있는데 연세춘추, YBS 이런 애들 질문 수준 참 한숨나옴."
372,76,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,채플 끝나고 흘러나오는 오르간 소리가 너무 좋다.
373,77,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,채플...... 꿀잠...... 드디어 끝 채플 ㅂㅂ2!
374,78,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,영어 채플이라 알아들을 수가 없어서 잠이 더 잘온다.영어를 잘하시는 분들에게는 애도를.
375,79,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,채뿔 끝나고 풍금 울릴 때 기분이 늘 좋던데  나만 그런가 ㅎㅎ 우쨋든 5년만에 채뿔 클리아~~!
376,80,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,노잼.. 언제나 채플이 그러하듯.....ㅎㅎㅎ
377,81,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,17년 1학기,아 드디어 다채워따 ㅜㅜㅜㅜㅠㅠㅠㅠ 후 존나힘들어
378,82,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,드디어 다채웟당!!!졸업할수있다!!!!
379,83,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,채플은 누구에게나 평등하다..앙 채플 개꿀띠~
380,84,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,"자기 좋고, 목소리도 잠이 잘오는 톤이다. 학점채우기용이지만, 가끔 흥미로운 내용이 나오면 듣기도 한다."
381,85,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,17년 1학기,한학기남앗다ㅠㅠ 0.5학점이라도 받는게 어딘가...
382,86,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,17년 1학기,채플에 무슨 강평이 필요한지...출결 잘  알아놨다가 몰아서 안나가면 패스
383,87,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,17년 1학기,패쓰! 이제 내인생에 채플은 안녀엉!2층 채플근로 여자분 귀여우셨어요
384,88,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,60.0,17년 1학기,채플은 채플일뿐1시간 아껴서 듣는다지만 거의 대부분은 왜 듣고있어야하는지 모르겠음
385,89,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,80.0,17년 1학기,영어채플이라고 뭐 다르겠음? 아 채플 가기 싫다....
386,90,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,40.0,17년 1학기,한시간 더자고싶은데 왜 나는 채플을 가야하는가
387,91,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,채플에 뭐 말이필요하냐~ 가서 그냥 앉아있거라 1시간ㅎㅎㅎ 대화채플은 연사만 좀 더좋았으면 좋겠다
388,92,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,영어채플이라 자기가 편하다 목소리도 좋으셔서 듣다보면 기분좋다
389,93,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,걍 적당하다 모든 채플이 다 그렇듯이.....
390,94,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,17년 1학기,대성이형 없는 채플을 상상조차 할 수 있겠는가... 갓대성!
391,95,https://yonsei.everytime.kr/lecture/view/203240,채플(3),이대성,100.0,16년 1학기,In JESUS! HOLLY SPIRIT! GOD GOD!!
